IP,Port,CVE,CVSS_Score,Confidentiality_Impact,Integrity_Impact,Availability_Impact,Access_Complexity,Authentication,Gained_Access,CWE_ID,Exploits,Metasploit
144.118.67.34,443,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE
144.118.67.34,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
144.118.67.34,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.67.34,443,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE
144.118.67.34,443,CVE-2020-11993,,,,,,,,,,
144.118.67.34,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.67.35,80,,,,,,,,,,,
144.118.67.35,443,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
144.118.67.35,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
144.118.67.35,443,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
144.118.67.35,443,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
144.118.67.35,443,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
144.118.67.35,443,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.67.35,443,CVE-2012-0883,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
144.118.67.35,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
144.118.67.35,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
144.118.67.35,443,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
144.118.67.35,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
144.118.67.35,443,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
144.118.67.35,443,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
144.118.67.35,443,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
144.118.67.35,443,CVE-2012-4557,5,None,None,Partial,Low,Not required,None,399,,FALSE
144.118.67.35,443,CVE-2011-3368,5,Partial,None,None,Low,Not required,None,20,17969,TRUE
144.118.67.35,443,CVE-2010-2068,5,Partial,None,None,Low,Not required,None,200,,FALSE
144.118.67.35,443,CVE-2010-1452,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.67.35,443,CVE-2012-0031,4.6,Partial,Partial,Partial,Low,Not required,None,399,,FALSE
144.118.67.35,443,CVE-2011-3607,4.4,Partial,Partial,Partial,Medium,Not required,User,189,,FALSE
144.118.67.35,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
144.118.67.35,443,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
144.118.67.35,443,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.67.35,443,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.67.35,443,CVE-2012-0053,4.3,Partial,None,None,Medium,Not required,None,264,,FALSE
144.118.67.35,443,CVE-2011-4317,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
144.118.67.35,443,CVE-2011-3639,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
144.118.67.35,443,CVE-2011-3348,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
144.118.67.35,443,CVE-2011-0419,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
144.118.67.35,443,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
144.118.67.35,443,CVE-2011-4415,1.2,None,None,Partial,High,Not required,None,20,,FALSE
144.118.67.4,80,,,,,,,,,,,
144.118.67.4,443,,,,,,,,,,,
144.118.67.5,80,,,,,,,,,,,
144.118.67.5,443,,,,,,,,,,,
144.118.67.6,80,,,,,,,,,,,
144.118.67.6,443,CVE-2020-11984,,,,,,,,,,
144.118.67.6,443,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE
144.118.67.6,443,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE
144.118.67.6,443,CVE-2019-10097,6,Partial,Partial,Partial,Medium,Single system,None,119,,FALSE
144.118.67.6,443,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
144.118.67.6,443,CVE-2019-0215,6,Partial,Partial,Partial,Medium,Single system,None,284,,FALSE
144.118.67.6,443,CVE-2020-1927,,,,,,,,,,
144.118.67.6,443,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
144.118.67.6,443,CVE-2020-9490,,,,,,,,,,
144.118.67.6,443,CVE-2020-1934,,,,,,,,,,
144.118.67.6,443,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE
144.118.67.6,443,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
144.118.67.6,443,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE
144.118.67.6,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
144.118.67.6,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.67.6,443,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE
144.118.67.6,443,CVE-2020-11993,,,,,,,,,,
144.118.67.6,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.67.7,80,,,,,,,,,,,
144.118.67.7,443,CVE-2020-11984,,,,,,,,,,
144.118.67.7,443,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE
144.118.67.7,443,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE
144.118.67.7,443,CVE-2019-10097,6,Partial,Partial,Partial,Medium,Single system,None,119,,FALSE
144.118.67.7,443,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
144.118.67.7,443,CVE-2019-0215,6,Partial,Partial,Partial,Medium,Single system,None,284,,FALSE
144.118.67.7,443,CVE-2020-1927,,,,,,,,,,
144.118.67.7,443,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
144.118.67.7,443,CVE-2020-9490,,,,,,,,,,
144.118.67.7,443,CVE-2020-1934,,,,,,,,,,
144.118.67.7,443,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE
144.118.67.7,443,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
144.118.67.7,443,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE
144.118.67.7,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
144.118.67.7,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.67.7,443,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE
144.118.67.7,443,CVE-2020-11993,,,,,,,,,,
144.118.67.7,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.67.8,80,,,,,,,,,,,
144.118.67.8,443,,,,,,,,,,,
144.118.67.9,80,,,,,,,,,,,
144.118.67.9,443,,,,,,,,,,,
144.118.68.50,80,,,,,,,,,,,
144.118.68.50,7443,,,,,,,,,,,
144.118.72.102,443,,,,,,,,,,,
144.118.72.108,80,,,,,,,,,,,
144.118.72.108,443,,,,,,,,,,,
144.118.72.110,443,CVE-2019-0232,9.3,Complete,Complete,Complete,Medium,Not required,None,20,,TRUE
144.118.72.110,443,CVE-2020-1938,,,,,,,,,,
144.118.72.110,443,CVE-2018-8014,7.5,Partial,Partial,Partial,Low,Not required,None,1188,,FALSE
144.118.72.110,443,CVE-2020-1935,,,,,,,,,,
144.118.72.110,443,CVE-2019-17563,,,,,,,,,,
144.118.72.110,443,CVE-2020-17527,,,,,,,,,,
144.118.72.110,443,CVE-2020-13935,,,,,,,,,,
144.118.72.110,443,CVE-2020-13934,,,,,,,,,,
144.118.72.110,443,CVE-2020-11996,,,,,,,,,,
144.118.72.110,443,CVE-2019-10072,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.110,443,CVE-2019-0199,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.110,443,CVE-2018-8034,5,Partial,None,None,Low,Not required,None,295,,FALSE
144.118.72.110,443,CVE-2018-1336,5,None,None,Partial,Low,Not required,None,835,,FALSE
144.118.72.110,443,CVE-2020-9484,,,,,,,,,,
144.118.72.110,443,CVE-2019-12418,,,,,,,,,,
144.118.72.110,443,CVE-2021-24122,,,,,,,,,,
144.118.72.110,443,CVE-2019-0221,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.72.110,443,CVE-2018-8037,4.3,Partial,None,None,Medium,Not required,None,362,,FALSE
144.118.72.110,443,CVE-2018-11784,4.3,None,Partial,None,Medium,Not required,None,601,,FALSE
144.118.72.110,443,CVE-2020-13943,,,,,,,,,,
144.118.72.131,80,,,,,,,,,,,
144.118.72.131,443,,,,,,,,,,,
144.118.72.132,80,,,,,,,,,,,
144.118.72.132,443,,,,,,,,,,,
144.118.72.136,8443,,,,,,,,,,,
144.118.72.136,443,,,,,,,,,,,
144.118.72.138,80,,,,,,,,,,,
144.118.72.138,443,,,,,,,,,,,
144.118.72.143,80,,,,,,,,,,,
144.118.72.143,443,,,,,,,,,,,
144.118.72.158,443,,,,,,,,,,,
144.118.72.161,80,,,,,,,,,,,
144.118.72.161,443,,,,,,,,,,,
144.118.72.172,80,,,,,,,,,,,
144.118.72.172,443,,,,,,,,,,,
144.118.72.173,80,,,,,,,,,,,
144.118.72.173,443,,,,,,,,,,,
144.118.72.175,80,,,,,,,,,,,
144.118.72.175,443,,,,,,,,,,,
144.118.72.176,80,,,,,,,,,,,
144.118.72.176,443,,,,,,,,,,,
144.118.72.178,80,,,,,,,,,,,
144.118.72.178,443,,,,,,,,,,,
144.118.72.180,80,,,,,,,,,,,
144.118.72.180,443,,,,,,,,,,,
144.118.72.181,80,,,,,,,,,,,
144.118.72.181,443,,,,,,,,,,,
144.118.72.182,80,,,,,,,,,,,
144.118.72.182,443,,,,,,,,,,,
144.118.72.183,80,,,,,,,,,,,
144.118.72.183,443,,,,,,,,,,,
144.118.72.184,80,,,,,,,,,,,
144.118.72.184,443,,,,,,,,,,,
144.118.72.185,80,,,,,,,,,,,
144.118.72.185,443,,,,,,,,,,,
144.118.72.202,443,,,,,,,,,,,
144.118.72.34,80,,,,,,,,,,,
144.118.72.34,443,,,,,,,,,,,
144.118.72.35,80,,,,,,,,,,,
144.118.72.35,443,,,,,,,,,,,
144.118.72.39,80,,,,,,,,,,,
144.118.72.39,443,,,,,,,,,,,
144.118.72.41,80,,,,,,,,,,,
144.118.72.41,443,CVE-2019-0232,9.3,Complete,Complete,Complete,Medium,Not required,None,20,,TRUE
144.118.72.41,443,CVE-2020-1938,,,,,,,,,,
144.118.72.41,443,CVE-2018-8014,7.5,Partial,Partial,Partial,Low,Not required,None,1188,,FALSE
144.118.72.41,443,CVE-2020-1935,,,,,,,,,,
144.118.72.41,443,CVE-2019-17563,,,,,,,,,,
144.118.72.41,443,CVE-2020-17527,,,,,,,,,,
144.118.72.41,443,CVE-2020-13935,,,,,,,,,,
144.118.72.41,443,CVE-2020-13934,,,,,,,,,,
144.118.72.41,443,CVE-2020-11996,,,,,,,,,,
144.118.72.41,443,CVE-2019-10072,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.41,443,CVE-2019-0199,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.41,443,CVE-2018-8034,5,Partial,None,None,Low,Not required,None,295,,FALSE
144.118.72.41,443,CVE-2020-9484,,,,,,,,,,
144.118.72.41,443,CVE-2019-12418,,,,,,,,,,
144.118.72.41,443,CVE-2021-24122,,,,,,,,,,
144.118.72.41,443,CVE-2019-0221,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.72.41,443,CVE-2018-8037,4.3,Partial,None,None,Medium,Not required,None,362,,FALSE
144.118.72.41,443,CVE-2018-11784,4.3,None,Partial,None,Medium,Not required,None,601,,FALSE
144.118.72.41,443,CVE-2020-13943,,,,,,,,,,
144.118.72.48,80,,,,,,,,,,,
144.118.72.48,443,,,,,,,,,,,
144.118.72.49,80,,,,,,,,,,,
144.118.72.49,443,,,,,,,,,,,
144.118.72.50,80,,,,,,,,,,,
144.118.72.50,443,,,,,,,,,,,
144.118.72.51,80,,,,,,,,,,,
144.118.72.51,443,,,,,,,,,,,
144.118.72.54,80,,,,,,,,,,,
144.118.72.54,443,CVE-2019-0232,9.3,Complete,Complete,Complete,Medium,Not required,None,20,,TRUE
144.118.72.54,443,CVE-2020-1938,,,,,,,,,,
144.118.72.54,443,CVE-2018-8014,7.5,Partial,Partial,Partial,Low,Not required,None,1188,,FALSE
144.118.72.54,443,CVE-2020-1935,,,,,,,,,,
144.118.72.54,443,CVE-2019-17563,,,,,,,,,,
144.118.72.54,443,CVE-2020-17527,,,,,,,,,,
144.118.72.54,443,CVE-2020-13935,,,,,,,,,,
144.118.72.54,443,CVE-2020-13934,,,,,,,,,,
144.118.72.54,443,CVE-2020-11996,,,,,,,,,,
144.118.72.54,443,CVE-2019-10072,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.54,443,CVE-2019-0199,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.54,443,CVE-2018-8034,5,Partial,None,None,Low,Not required,None,295,,FALSE
144.118.72.54,443,CVE-2020-9484,,,,,,,,,,
144.118.72.54,443,CVE-2019-12418,,,,,,,,,,
144.118.72.54,443,CVE-2021-24122,,,,,,,,,,
144.118.72.54,443,CVE-2019-0221,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.72.54,443,CVE-2018-8037,4.3,Partial,None,None,Medium,Not required,None,362,,FALSE
144.118.72.54,443,CVE-2018-11784,4.3,None,Partial,None,Medium,Not required,None,601,,FALSE
144.118.72.54,443,CVE-2020-13943,,,,,,,,,,
144.118.72.56,80,,,,,,,,,,,
144.118.72.56,443,,,,,,,,,,,
144.118.72.65,80,,,,,,,,,,,
144.118.72.65,443,,,,,,,,,,,
144.118.72.69,443,,,,,,,,,,,
144.118.72.70,80,,,,,,,,,,,
144.118.72.70,443,,,,,,,,,,,
144.118.72.73,443,CVE-2019-0232,9.3,Complete,Complete,Complete,Medium,Not required,None,20,,TRUE
144.118.72.73,443,CVE-2020-1938,,,,,,,,,,
144.118.72.73,443,CVE-2018-8014,7.5,Partial,Partial,Partial,Low,Not required,None,1188,,FALSE
144.118.72.73,443,CVE-2020-1935,,,,,,,,,,
144.118.72.73,443,CVE-2019-17563,,,,,,,,,,
144.118.72.73,443,CVE-2020-17527,,,,,,,,,,
144.118.72.73,443,CVE-2020-13935,,,,,,,,,,
144.118.72.73,443,CVE-2020-13934,,,,,,,,,,
144.118.72.73,443,CVE-2020-11996,,,,,,,,,,
144.118.72.73,443,CVE-2019-10072,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.73,443,CVE-2019-0199,5,None,None,Partial,Low,Not required,None,400,,FALSE
144.118.72.73,443,CVE-2018-8034,5,Partial,None,None,Low,Not required,None,295,,FALSE
144.118.72.73,443,CVE-2018-1336,5,None,None,Partial,Low,Not required,None,835,,FALSE
144.118.72.73,443,CVE-2020-9484,,,,,,,,,,
144.118.72.73,443,CVE-2019-12418,,,,,,,,,,
144.118.72.73,443,CVE-2021-24122,,,,,,,,,,
144.118.72.73,443,CVE-2019-0221,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.72.73,443,CVE-2018-8037,4.3,Partial,None,None,Medium,Not required,None,362,,FALSE
144.118.72.73,443,CVE-2018-11784,4.3,None,Partial,None,Medium,Not required,None,601,,FALSE
144.118.72.73,443,CVE-2020-13943,,,,,,,,,,
144.118.72.83,80,,,,,,,,,,,
144.118.72.83,443,,,,,,,,,,,
144.118.72.86,80,,,,,,,,,,,
144.118.72.86,443,,,,,,,,,,,
144.118.72.92,80,,,,,,,,,,,
144.118.72.92,443,,,,,,,,,,,
144.118.72.93,80,,,,,,,,,,,
144.118.72.93,443,,,,,,,,,,,
144.118.72.96,80,,,,,,,,,,,
144.118.72.96,443,,,,,,,,,,,
144.118.72.98,465,,,,,,,,,,,
144.118.72.98,25,,,,,,,,,,,
144.118.78.16,80,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
144.118.78.16,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
144.118.78.16,80,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,80,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
144.118.78.16,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
144.118.78.16,80,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.16,80,CVE-2012-0883,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
144.118.78.16,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
144.118.78.16,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,80,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
144.118.78.16,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
144.118.78.16,80,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
144.118.78.16,80,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,80,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,80,CVE-2012-4557,5,None,None,Partial,Low,Not required,None,399,,FALSE
144.118.78.16,80,CVE-2011-3368,5,Partial,None,None,Low,Not required,None,20,17969,TRUE
144.118.78.16,80,CVE-2010-2068,5,Partial,None,None,Low,Not required,None,200,,FALSE
144.118.78.16,80,CVE-2010-1452,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.16,80,CVE-2012-0031,4.6,Partial,Partial,Partial,Low,Not required,None,399,,FALSE
144.118.78.16,80,CVE-2011-3607,4.4,Partial,Partial,Partial,Medium,Not required,User,189,,FALSE
144.118.78.16,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
144.118.78.16,80,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
144.118.78.16,80,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.78.16,80,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.78.16,80,CVE-2012-0053,4.3,Partial,None,None,Medium,Not required,None,264,,FALSE
144.118.78.16,80,CVE-2011-4317,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
144.118.78.16,80,CVE-2011-3639,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
144.118.78.16,80,CVE-2011-3348,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
144.118.78.16,80,CVE-2011-0419,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
144.118.78.16,80,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
144.118.78.16,80,CVE-2011-4415,1.2,None,None,Partial,High,Not required,None,20,,FALSE
144.118.78.16,443,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
144.118.78.16,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
144.118.78.16,443,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,443,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
144.118.78.16,443,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
144.118.78.16,443,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.16,443,CVE-2012-0883,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
144.118.78.16,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
144.118.78.16,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,443,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
144.118.78.16,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
144.118.78.16,443,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
144.118.78.16,443,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,443,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
144.118.78.16,443,CVE-2012-4557,5,None,None,Partial,Low,Not required,None,399,,FALSE
144.118.78.16,443,CVE-2011-3368,5,Partial,None,None,Low,Not required,None,20,17969,TRUE
144.118.78.16,443,CVE-2010-2068,5,Partial,None,None,Low,Not required,None,200,,FALSE
144.118.78.16,443,CVE-2010-1452,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.16,443,CVE-2012-0031,4.6,Partial,Partial,Partial,Low,Not required,None,399,,FALSE
144.118.78.16,443,CVE-2011-3607,4.4,Partial,Partial,Partial,Medium,Not required,User,189,,FALSE
144.118.78.16,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
144.118.78.16,443,CVE-2013-1896,4.3,None,None,Partial,Medium,Not required,None,264,,FALSE
144.118.78.16,443,CVE-2012-4558,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.78.16,443,CVE-2012-3499,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
144.118.78.16,443,CVE-2012-0053,4.3,Partial,None,None,Medium,Not required,None,264,,FALSE
144.118.78.16,443,CVE-2011-4317,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
144.118.78.16,443,CVE-2011-3639,4.3,None,Partial,None,Medium,Not required,None,20,,FALSE
144.118.78.16,443,CVE-2011-3348,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
144.118.78.16,443,CVE-2011-0419,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
144.118.78.16,443,CVE-2012-2687,2.6,None,Partial,None,High,Not required,None,79,,FALSE
144.118.78.16,443,CVE-2011-4415,1.2,None,None,Partial,High,Not required,None,20,,FALSE
144.118.78.16,22,CVE-2010-4478,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
144.118.78.16,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
144.118.78.16,22,CVE-2010-5107,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.16,22,CVE-2016-0777,4,Partial,None,None,Low,Single system,None,200,,FALSE
144.118.78.16,22,CVE-2012-0814,3.5,Partial,None,None,Medium,Single system,None,255,,FALSE
144.118.78.16,22,CVE-2011-5000,3.5,None,None,Partial,Medium,Single system,None,189,,FALSE
144.118.78.16,22,CVE-2011-4327,2.1,Partial,None,None,Low,Not required,None,200,,FALSE
144.118.78.17,8080,,,,,,,,,,,
144.118.78.17,8649,,,,,,,,,,,
144.118.78.17,8081,,,,,,,,,,,
144.118.78.17,22,CVE-2010-4478,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
144.118.78.17,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
144.118.78.17,22,CVE-2010-5107,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.17,22,CVE-2016-0777,4,Partial,None,None,Low,Single system,None,200,,FALSE
144.118.78.17,22,CVE-2012-0814,3.5,Partial,None,None,Medium,Single system,None,255,,FALSE
144.118.78.17,22,CVE-2011-5000,3.5,None,None,Partial,Medium,Single system,None,189,,FALSE
144.118.78.17,22,CVE-2011-4327,2.1,Partial,None,None,Low,Not required,None,200,,FALSE
144.118.78.18,8080,,,,,,,,,,,
144.118.78.18,8081,,,,,,,,,,,
144.118.78.18,8649,,,,,,,,,,,
144.118.78.18,22,CVE-2010-4478,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
144.118.78.18,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
144.118.78.18,22,CVE-2010-5107,5,None,None,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.18,22,CVE-2016-0777,4,Partial,None,None,Low,Single system,None,200,,FALSE
144.118.78.18,22,CVE-2012-0814,3.5,Partial,None,None,Medium,Single system,None,255,,FALSE
144.118.78.18,22,CVE-2011-5000,3.5,None,None,Partial,Medium,Single system,None,189,,FALSE
144.118.78.18,22,CVE-2011-4327,2.1,Partial,None,None,Low,Not required,None,200,,FALSE
144.118.78.19,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
144.118.78.19,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
144.118.78.19,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
144.118.78.19,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
144.118.78.19,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
144.118.78.19,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
144.118.78.19,22,CVE-2020-14145,,,,,,,,,,
144.118.78.19,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
144.118.78.19,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
144.118.78.19,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
144.118.78.20,22,CVE-2020-15778,,,,,,,,,,
144.118.78.20,22,CVE-2019-16905,0,???,???,???,???,???,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.20,22,CVE-2020-14145,,,,,,,,,,
144.118.78.21,8000,,,,,,,,,,,
144.118.78.21,8081,,,,,,,,,,,
144.118.78.21,443,,,,,,,,,,,
144.118.78.21,22,,,,,,,,,,,
144.118.78.25,80,CVE-2011-3192,7.8,None,None,Complete,Low,Not required,None,399,17696,TRUE
144.118.78.25,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
144.118.78.25,80,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
144.118.78.25,80,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
144.118.78.25,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
144.118.78.25,80,CVE-2013-2249,7.5,Partial,Partial,Partial,Low,Not required,None,CWE id is not defined for this vulnerability,,FALSE
144.118.78.25,80,CVE-2012-0883,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
144.118.78.25,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
144.118.78.25,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
144.118.78.25,80,CVE-2013-1862,5.1,Partial,Partial,Partial,High,Not required,None,310,,FALSE
