IP,Port,CVE,CVSS_Score,Confidentiality_Impact,Integrity_Impact,Availability_Impact,Access_Complexity,Authentication,Gained_Access,CWE_ID,Exploits,Metasploit
129.25.10.11,7001,,,,,,,,,,,
129.25.10.117,80,,,,,,,,,,,
129.25.10.117,53,,,,,,,,,,,
129.25.10.117,21,,,,,,,,,,,
129.25.10.117,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.10.117,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.10.117,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.10.117,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.10.117,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.10.117,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.10.117,22,CVE-2020-14145,,,,,,,,,,
129.25.10.117,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.10.117,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.10.117,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.10.117,443,,,,,,,,,,,
129.25.10.118,8000,,,,,,,,,,,
129.25.10.118,80,,,,,,,,,,,
129.25.10.118,443,,,,,,,,,,,
129.25.10.118,8443,,,,,,,,,,,
129.25.10.139,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.10.139,80,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.10.139,80,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.10.139,80,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.10.139,80,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE
129.25.10.139,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.10.139,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE
129.25.10.139,80,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE
129.25.10.139,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.10.139,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
129.25.10.139,80,CVE-2020-1927,,,,,,,,,,
129.25.10.139,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
129.25.10.139,80,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE
129.25.10.139,80,CVE-2020-1934,,,,,,,,,,
129.25.10.139,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
129.25.10.139,80,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE
129.25.10.139,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
129.25.10.139,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.10.139,80,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.10.139,80,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE
129.25.10.139,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.10.139,80,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE
129.25.10.139,80,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE
129.25.10.139,80,CVE-2016-8740,5,None,None,Partial,Low,Not required,None,20,40909,FALSE
129.25.10.139,80,CVE-2016-4979,5,None,Partial,None,Low,Not required,None,284,,FALSE
129.25.10.139,80,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE
129.25.10.139,80,CVE-2020-11985,,,,,,,,,,
129.25.10.139,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.10.139,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE
129.25.10.139,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE
129.25.10.139,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE
129.25.10.139,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.10.139,80,CVE-2016-1546,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.10.139,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE
129.25.10.139,80,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.10.139,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.10.139,443,CVE-2017-7668,7.5,Partial,Partial,Partial,Low,Not required,None,20,,FALSE
129.25.10.139,443,CVE-2017-3169,7.5,Partial,Partial,Partial,Low,Not required,None,476,,FALSE
129.25.10.139,443,CVE-2017-3167,7.5,Partial,Partial,Partial,Low,Not required,None,287,,FALSE
129.25.10.139,443,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE
129.25.10.139,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.10.139,443,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE
129.25.10.139,443,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE
129.25.10.139,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.10.139,443,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
129.25.10.139,443,CVE-2020-1927,,,,,,,,,,
129.25.10.139,443,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
129.25.10.139,443,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE
129.25.10.139,443,CVE-2020-1934,,,,,,,,,,
129.25.10.139,443,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
129.25.10.139,443,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE
129.25.10.139,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
129.25.10.139,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.10.139,443,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.10.139,443,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE
129.25.10.139,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.10.139,443,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE
129.25.10.139,443,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE
129.25.10.139,443,CVE-2016-8740,5,None,None,Partial,Low,Not required,None,20,40909,FALSE
129.25.10.139,443,CVE-2016-4979,5,None,Partial,None,Low,Not required,None,284,,FALSE
129.25.10.139,443,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE
129.25.10.139,443,CVE-2020-11985,,,,,,,,,,
129.25.10.139,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.10.139,443,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE
129.25.10.139,443,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE
129.25.10.139,443,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE
129.25.10.139,443,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.10.139,443,CVE-2016-1546,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.10.139,443,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE
129.25.10.139,443,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.10.139,22,CVE-2016-8858,7.8,None,None,Complete,Low,Not required,None,399,,FALSE
129.25.10.139,22,CVE-2016-6515,7.8,None,None,Complete,Low,Not required,None,20,40888,FALSE
129.25.10.139,22,CVE-2016-10009,7.5,Partial,Partial,Partial,Low,Not required,None,426,40963,FALSE
129.25.10.139,22,CVE-2016-10012,7.2,Complete,Complete,Complete,Low,Not required,None,119,,FALSE
129.25.10.139,22,CVE-2015-8325,7.2,Complete,Complete,Complete,Low,Not required,None,264,,FALSE
129.25.10.139,22,CVE-2016-10010,6.9,Complete,Complete,Complete,Medium,Not required,None,264,40962,FALSE
129.25.10.139,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.10.139,22,CVE-2016-3115,5.5,Partial,Partial,None,Low,Single system,None,CWE id is not defined for this vulnerability,39569,FALSE
129.25.10.139,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.10.139,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.10.139,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.10.139,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.10.139,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.10.139,22,CVE-2016-10708,5,None,None,Partial,Low,Not required,None,476,,FALSE
129.25.10.139,22,CVE-2020-14145,,,,,,,,,,
129.25.10.139,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40113,TRUE
129.25.10.139,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40136,TRUE
129.25.10.139,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.10.139,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.10.139,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.10.139,22,CVE-2016-10011,2.1,Partial,None,None,Low,Not required,None,320,,FALSE
129.25.10.14,80,CVE-2020-11984,,,,,,,,,,
129.25.10.14,80,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE
129.25.10.14,80,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE
129.25.10.14,80,CVE-2019-10097,6,Partial,Partial,Partial,Medium,Single system,None,119,,FALSE
129.25.10.14,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
129.25.10.14,80,CVE-2020-1927,,,,,,,,,,
129.25.10.14,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
129.25.10.14,80,CVE-2020-9490,,,,,,,,,,
129.25.10.14,80,CVE-2020-1934,,,,,,,,,,
129.25.10.14,80,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE
129.25.10.14,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
129.25.10.14,80,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE
129.25.10.14,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
129.25.10.14,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.10.14,80,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE
129.25.10.14,80,CVE-2020-11993,,,,,,,,,,
129.25.10.14,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.10.14,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE
129.25.10.14,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.10.14,22,CVE-2019-16905,0,???,???,???,???,???,None,CWE id is not defined for this vulnerability,,FALSE
129.25.10.14,22,CVE-2020-14145,,,,,,,,,,
129.25.10.14,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.10.14,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.10.14,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.10.146,80,,,,,,,,,,,
129.25.10.146,443,,,,,,,,,,,
129.25.10.177,8000,,,,,,,,,,,
129.25.10.177,515,,,,,,,,,,,
129.25.10.177,8443,,,,,,,,,,,
129.25.10.177,80,,,,,,,,,,,
129.25.10.177,443,,,,,,,,,,,
129.25.10.196,80,,,,,,,,,,,
129.25.10.201,80,CVE-2020-11984,,,,,,,,,,
129.25.10.201,80,CVE-2020-1927,,,,,,,,,,
129.25.10.201,80,CVE-2020-9490,,,,,,,,,,
129.25.10.201,80,CVE-2020-1934,,,,,,,,,,
129.25.10.201,80,CVE-2020-11993,,,,,,,,,,
129.25.10.201,443,CVE-2020-11984,,,,,,,,,,
129.25.10.201,443,CVE-2020-1927,,,,,,,,,,
129.25.10.201,443,CVE-2020-9490,,,,,,,,,,
129.25.10.201,443,CVE-2020-1934,,,,,,,,,,
129.25.10.201,443,CVE-2020-11993,,,,,,,,,,
129.25.10.201,22,CVE-2020-15778,,,,,,,,,,
129.25.10.201,22,CVE-2020-12062,,,,,,,,,,
129.25.10.201,22,CVE-2020-14145,,,,,,,,,,
129.25.10.234,993,,,,,,,,,,,
129.25.10.234,80,,,,,,,,,,,
129.25.10.234,21,,,,,,,,,,,
129.25.10.234,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.10.234,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.10.234,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.10.234,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.10.234,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.10.234,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.10.234,22,CVE-2020-14145,,,,,,,,,,
129.25.10.234,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.10.234,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.10.234,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.10.234,53,,,,,,,,,,,
129.25.10.234,25,,,,,,,,,,,
129.25.10.234,443,,,,,,,,,,,
129.25.10.241,5985,,,,,,,,,,,
129.25.10.243,5985,,,,,,,,,,,
129.25.10.246,5985,,,,,,,,,,,
129.25.10.42,80,,,,,,,,,,,
129.25.10.42,443,,,,,,,,,,,
129.25.10.42,22,CVE-2020-15778,,,,,,,,,,
129.25.10.42,22,CVE-2020-12062,,,,,,,,,,
129.25.10.42,22,CVE-2020-14145,,,,,,,,,,
129.25.10.67,8000,,,,,,,,,,,
129.25.10.67,515,,,,,,,,,,,
129.25.10.67,8443,,,,,,,,,,,
129.25.10.67,80,,,,,,,,,,,
129.25.10.67,443,,,,,,,,,,,
129.25.10.71,80,,,,,,,,,,,
129.25.10.71,443,,,,,,,,,,,
129.25.10.71,22,CVE-2020-15778,,,,,,,,,,
129.25.10.71,22,CVE-2020-12062,,,,,,,,,,
129.25.10.71,22,CVE-2020-14145,,,,,,,,,,
129.25.10.81,3306,,,,,,,,,,,
129.25.10.81,80,,,,,,,,,,,
129.25.10.81,53,,,,,,,,,,,
129.25.10.81,21,,,,,,,,,,,
129.25.10.81,443,,,,,,,,,,,
129.25.10.82,80,,,,,,,,,,,
129.25.10.82,53,,,,,,,,,,,
129.25.10.82,21,,,,,,,,,,,
129.25.10.82,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.10.82,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.10.82,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.10.82,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.10.82,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.10.82,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.10.82,22,CVE-2020-14145,,,,,,,,,,
129.25.10.82,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.10.82,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.10.82,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.10.82,443,,,,,,,,,,,
129.25.10.83,80,,,,,,,,,,,
129.25.10.83,53,,,,,,,,,,,
129.25.10.83,443,,,,,,,,,,,
129.25.10.83,21,,,,,,,,,,,
129.25.11.147,22,CVE-2015-5600,8.5,Partial,None,Complete,Low,Not required,None,264,,FALSE
129.25.11.147,22,CVE-2015-6564,6.9,Complete,Complete,Complete,Medium,Not required,None,264,,FALSE
129.25.11.147,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.11.147,22,CVE-2020-14145,,,,,,,,,,
129.25.11.147,22,CVE-2015-5352,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.11.147,22,CVE-2015-6563,1.9,None,Partial,None,Medium,Not required,None,20,,FALSE
129.25.11.164,515,,,,,,,,,,,
129.25.11.164,9002,,,,,,,,,,,
129.25.11.164,8443,,,,,,,,,,,
129.25.11.164,80,,,,,,,,,,,
129.25.11.164,443,,,,,,,,,,,
129.25.11.200,80,CVE-2019-11072,7.5,Partial,Partial,Partial,Low,Not required,None,190,,FALSE
129.25.11.200,80,CVE-2018-19052,0,???,???,???,???,???,None,CWE id is not defined for this vulnerability,,FALSE
129.25.11.200,5353,,,,,,,,,,,
129.25.11.200,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.11.200,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.11.200,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.11.200,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.11.200,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.11.200,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.11.200,22,CVE-2020-14145,,,,,,,,,,
129.25.11.200,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.11.200,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.11.200,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.11.211,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.11.211,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.11.211,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.11.211,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.11.211,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.11.211,22,CVE-2020-14145,,,,,,,,,,
129.25.11.211,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.11.211,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.11.211,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.11.224,443,,,,,,,,,,,
129.25.11.62,515,,,,,,,,,,,
129.25.11.62,631,,,,,,,,,,,
129.25.11.62,80,,,,,,,,,,,
129.25.11.62,8080,,,,,,,,,,,
129.25.11.62,21,,,,,,,,,,,
129.25.11.62,23,,,,,,,,,,,
129.25.11.72,8000,,,,,,,,,,,
129.25.11.72,515,,,,,,,,,,,
129.25.11.72,8443,,,,,,,,,,,
129.25.11.72,80,,,,,,,,,,,
129.25.11.72,443,,,,,,,,,,,
129.25.11.79,80,,,,,,,,,,,
129.25.11.79,443,,,,,,,,,,,
129.25.11.83,8000,,,,,,,,,,,
129.25.11.83,515,,,,,,,,,,,
129.25.11.83,8443,,,,,,,,,,,
129.25.11.83,80,,,,,,,,,,,
129.25.11.83,443,,,,,,,,,,,
129.25.11.87,80,,,,,,,,,,,
129.25.11.87,443,,,,,,,,,,,
129.25.11.87,21,,,,,,,,,,,
129.25.11.87,22,CVE-2020-15778,,,,,,,,,,
129.25.11.87,22,CVE-2020-14145,,,,,,,,,,
129.25.11.88,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.11.88,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.11.88,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2014-0226,6.8,Partial,Partial,Partial,Medium,Not required,None,362,34133,FALSE
129.25.11.88,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
129.25.11.88,80,CVE-2020-1927,,,,,,,,,,
129.25.11.88,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
129.25.11.88,80,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE
129.25.11.88,80,CVE-2020-1934,,,,,,,,,,
129.25.11.88,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
129.25.11.88,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
129.25.11.88,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.11.88,80,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE
129.25.11.88,80,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.11.88,80,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE
129.25.11.88,80,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE
129.25.11.88,80,CVE-2016-2161,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2016-0736,5,Partial,None,None,Low,Not required,None,310,40961,FALSE
129.25.11.88,80,CVE-2015-3183,5,None,Partial,None,Low,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2015-0228,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2014-3523,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.11.88,80,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.11.88,80,CVE-2014-0098,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2013-6438,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2020-11985,,,,,,,,,,
129.25.11.88,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE
129.25.11.88,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE
129.25.11.88,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE
129.25.11.88,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,FALSE
129.25.11.88,80,CVE-2015-3185,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.11.88,80,CVE-2014-8109,4.3,None,Partial,None,Medium,Not required,None,264,,FALSE
129.25.11.88,80,CVE-2014-0118,4.3,None,None,Partial,Medium,Not required,None,399,,FALSE
129.25.11.88,80,CVE-2014-0117,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE
129.25.11.88,80,CVE-2013-4352,4.3,None,None,Partial,Medium,Not required,None,CWE id is not defined for this vulnerability,,FALSE
129.25.11.88,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE
129.25.11.88,80,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,53,,,,,,,,,,,
129.25.11.88,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193,FALSE
129.25.11.88,22,CVE-2018-15919,5,Partial,None,None,Low,Not required,None,200,,FALSE
129.25.11.88,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45210,TRUE
129.25.11.88,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45939,TRUE
129.25.11.88,22,CVE-2018-15473,5,Partial,None,None,Low,Not required,None,200,45233,TRUE
129.25.11.88,22,CVE-2017-15906,5,None,Partial,None,Low,Not required,None,269,,FALSE
129.25.11.88,22,CVE-2020-14145,,,,,,,,,,
129.25.11.88,22,CVE-2019-6110,4,Partial,Partial,None,High,Not required,None,284,46193,FALSE
129.25.11.88,22,CVE-2019-6109,4,Partial,Partial,None,High,Not required,None,284,,FALSE
129.25.11.88,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,FALSE
129.25.11.88,25,,,,,,,,,,,
129.25.11.88,443,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,FALSE
129.25.11.88,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE
129.25.11.88,443,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2014-0226,6.8,Partial,Partial,Partial,Medium,Not required,None,362,34133,FALSE
129.25.11.88,443,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE
129.25.11.88,443,CVE-2020-1927,,,,,,,,,,
129.25.11.88,443,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE
129.25.11.88,443,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,FALSE
129.25.11.88,443,CVE-2020-1934,,,,,,,,,,
129.25.11.88,443,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE
129.25.11.88,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE
129.25.11.88,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE
129.25.11.88,443,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE
129.25.11.88,443,CVE-2017-9798,5,Partial,None,None,Low,Not required,None,416,42745,TRUE
129.25.11.88,443,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE
129.25.11.88,443,CVE-2016-8743,5,None,Partial,None,Low,Not required,None,19,,FALSE
129.25.11.88,443,CVE-2016-2161,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2016-0736,5,Partial,None,None,Low,Not required,None,310,40961,FALSE
129.25.11.88,443,CVE-2015-3183,5,None,Partial,None,Low,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2015-0228,5,None,None,Partial,Low,Not required,None,20,,FALSE
129.25.11.88,443,CVE-2014-3523,5,None,None,Partial,Low,Not required,None,399,,FALSE
129.25.11.88,443,CVE-2014-0231,5,None,None,Partial,Low,Not required,None,399,,FALSE
